player,nation,position,squad,competition,age,born,90s,shotcreatingactions,shotcreatingaction_per90,sca_livepasses,sca_deadballs,sca_takeons,sca_shots,sca_foulsdrawn,sca_defaction,goalcreatingactions,gca_per90,gca_passlive,gca_deadball,gca_takeons,gca_shots,gca_foulsdrawn,gca_defaction
Mathéo Bodmer,FRA,MF,Le Havre,Ligue 1,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,23,2000,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0
Jeremie Boga,CIV,"MF,FW",Nice,Ligue 1,27,1997,11.7,51,4.36,32,5,4,6,4,0,3,0.26,2,0,0,1,0,0
Lamare Bogarde,NED,"DF,MF",Aston Villa,Premier League,20,2004,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0
Emil Bohinen,NOR,MF,Genoa,Serie A,25,1999,1.8,5,2.69,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Adama Boiro,ESP,"DF,FW",Athletic Club,La Liga,22,2002,12.2,16,1.31,12,1,1,1,1,0,0,0,0,0,0,0,0,0
Willy Boly,CIV,DF,Nott'ham Forest,Premier League,33,1991,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moïse Bombito,CAN,DF,Nice,Ligue 1,24,2000,24.4,18,0.74,17,0,0,0,0,1,4,0.16,4,0,0,0,0,0
Warren Bondo,FRA,MF,Monza,Serie A,20,2003,18,26,1.45,20,0,2,0,4,0,1,0.06,1,0,0,0,0,0
Warren Bondo,FRA,MF,Milan,Serie A,20,2003,1.8,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Boniface,NGA,FW,Leverkusen,Bundesliga,23,2000,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0
Kevin Bonifazi,ITA,DF,Lecce,Serie A,28,1996,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ange-Yoan Bonny,FRA,FW,Parma,Serie A,20,2003,28.1,67,2.39,44,1,11,6,5,0,8,0.28,4,0,2,1,1,0
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,25,1999,8.8,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0
Sven Botman,NED,DF,Newcastle Utd,Premier League,24,2000,4.6,4,0.87,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Saïmon Bouabré,FRA,"MF,FW",Monaco,Ligue 1,18,2006,1.1,1,0.93,1,0,0,0,0,0,1,0.93,1,0,0,0,0,0
Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,16,2007,12.8,14,1.1,12,0,1,0,1,0,2,0.16,1,0,1,0,0,0
Badredine Bouanani,ALG,"MF,FW",Nice,Ligue 1,19,2004,12.2,47,3.85,34,3,3,3,2,2,9,0.74,5,1,1,1,1,0
Benjamin Bouchouari,MAR,MF,Saint-Étienne,Ligue 1,22,2001,19.7,52,2.71,44,0,2,3,2,1,3,0.16,3,0,0,0,0,0
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,24,1999,27.1,65,2.4,53,1,1,5,3,2,7,0.26,6,0,0,0,1,0
Carlo Boukhalfa,MAR,MF,St. Pauli,Bundesliga,25,1999,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0
Justin Bourgault,FRA,DF,Brest,Ligue 1,18,2005,1.4,2,1.49,2,0,0,0,0,0,1,0.74,1,0,0,0,0,0
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,30,1994,0.9,2,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Edoardo Bove,ITA,"MF,FW",Fiorentina,Serie A,22,2002,9.3,31,3.27,24,1,1,1,3,1,7,0.74,5,0,1,0,1,0
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27,1996,33,113,3.42,70,13,6,13,9,2,15,0.45,11,2,1,1,0,0
Enzo Boyomo,CMR,DF,Osasuna,La Liga,22,2001,33.2,13,0.39,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Enzo Boyomo,CMR,DF,Valladolid,La Liga,22,2001,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Domagoj Bradarić,CRO,DF,Hellas Verona,Serie A,24,1999,21.5,47,2.19,30,12,3,1,1,0,1,0.05,1,0,0,0,0,0
Conor Bradley,NIR,DF,Liverpool,Premier League,21,2003,8.4,19,2.27,13,0,5,0,1,0,4,0.48,3,0,1,0,0,0
Bilal Brahimi,ALG,MF,Nice,Ligue 1,24,2000,0.8,1,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Brandt,GER,MF,Dortmund,Bundesliga,28,1996,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0
Jarrad Branthwaite,ENG,DF,Everton,Premier League,22,2002,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0
Darko Brašanac,SRB,MF,Leganés,La Liga,32,1992,18,34,1.89,28,0,1,3,2,0,2,0.11,2,0,0,0,0,0
Lilian Brassier,FRA,DF,Marseille,Ligue 1,24,1999,8.7,3,0.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilian Brassier,FRA,DF,Rennes,Ligue 1,24,1999,13.7,22,1.6,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0
Matthias Braunöder,AUT,MF,Como,Serie A,22,2002,3,4,1.34,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Iker Bravo,ESP,"FW,MF",Udinese,Serie A,19,2005,7.6,14,1.85,10,2,1,1,0,0,0,0,0,0,0,0,0,0
James Bree,ENG,DF,Southampton,Premier League,26,1997,11.9,16,1.34,13,2,0,1,0,0,1,0.08,1,0,0,0,0,0
Tim Breithaupt,GER,MF,Augsburg,Bundesliga,22,2002,1.3,3,2.25,3,0,0,0,0,0,2,1.5,2,0,0,0,0,0
Gleison Bremer,BRA,DF,Juventus,Serie A,27,1997,6,3,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Brenner,BRA,"MF,FW",Udinese,Serie A,24,2000,4.3,11,2.56,8,3,0,0,0,0,1,0.23,1,0,0,0,0,0
Ben Brereton,CHI,FW,Southampton,Premier League,25,1999,5,9,1.8,7,0,0,0,2,0,0,0,0,0,0,0,0,0
Marco Brescianini,ITA,MF,Atalanta,Serie A,24,2000,11,26,2.37,22,0,2,2,0,0,6,0.55,4,0,0,2,0,0
Maximilian Breunig,GER,"FW,MF",Heidenheim,Bundesliga,23,2000,3.9,8,2.06,5,1,1,1,0,0,0,0,0,0,0,0,0,0
Anthony Briançon,FRA,DF,Saint-Étienne,Ligue 1,29,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,WAL,"MF,FW",Ipswich Town,Premier League,26,1998,7.8,22,2.82,15,0,6,1,0,0,2,0.26,1,0,1,0,0,0
Armando Broja,ALB,FW,Everton,Premier League,22,2001,3.7,7,1.89,7,0,0,0,0,0,0,0,0,0,0,0,0,0
David Brooks,WAL,"FW,MF",Bournemouth,Premier League,27,1997,10.7,46,4.31,36,6,2,2,0,0,2,0.19,1,0,0,1,0,0
Arvid Brorsson,SWE,DF,Monza,Serie A,25,1999,4,1,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moritz Broschinski,GER,"FW,MF",Bochum,Bundesliga,23,2000,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0
Nathaniel Brown,GER,"DF,MF",Eint Frankfurt,Bundesliga,21,2003,21.6,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0
Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,Bundesliga,25,1998,4.4,19,4.29,12,1,2,4,0,0,4,0.9,2,0,1,1,0,0
Jacob Bruun Larsen,DEN,"MF,FW",Stuttgart,Bundesliga,25,1998,4.6,19,4.12,14,1,1,3,0,0,0,0,0,0,0,0,0,0
Tajon Buchanan,CAN,"DF,FW",Inter,Serie A,25,1999,1.1,3,2.84,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Tajon Buchanan,CAN,MF,Villarreal,La Liga,25,1999,4.6,13,2.8,9,1,1,1,1,0,2,0.43,2,0,0,0,0,0
Ante Budimir,CRO,FW,Osasuna,La Liga,33,1991,32.8,46,1.4,25,0,3,9,9,0,14,0.43,3,0,1,2,8,0
Emi Buendía,ARG,"MF,FW",Aston Villa,Premier League,27,1996,1.1,3,2.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Emi Buendía,ARG,MF,Leverkusen,Bundesliga,27,1996,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0
Manu Bueno,ESP,"MF,FW",Sevilla,La Liga,20,2004,1.6,1,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Bueno,URU,DF,Wolves,Premier League,25,1998,18.7,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1
Endika Buján,ESP,FW,Athletic Club,La Liga,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marius Bülter,GER,"FW,DF",Hoffenheim,Bundesliga,31,1993,19.2,48,2.5,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0
Facundo Buonanotte,ARG,"FW,MF",Leicester City,Premier League,19,2004,16.9,51,3.01,27,11,9,1,3,0,5,0.3,1,2,2,0,0,0
Alessandro Buongiorno,ITA,DF,Napoli,Serie A,25,1999,21.4,19,0.89,18,0,0,1,0,0,2,0.09,2,0,0,0,0,0
Cameron Burgess,AUS,DF,Ipswich Town,Premier League,28,1995,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0
Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,24,2000,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0
Oliver Burke,SCO,FW,Werder Bremen,Bundesliga,27,1997,10.1,33,3.27,24,1,2,4,1,1,2,0.2,0,1,0,0,0,1
Dan Burn,ENG,DF,Newcastle Utd,Premier League,32,1992,37,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0
Rareș-Cătălin Burnete,ROU,FW,Lecce,Serie A,20,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Burns,WAL,"FW,DF",Ipswich Town,Premier League,29,1994,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0
Marnon Busch,GER,"DF,MF",Heidenheim,Bundesliga,29,1994,15.5,27,1.74,21,4,0,2,0,0,1,0.06,0,0,0,1,0,0
Gianluca Busio,USA,MF,Venezia,Serie A,22,2002,28,65,2.33,54,0,1,5,5,0,2,0.07,1,0,0,1,0,0
Aurélio Buta,POR,DF,Reims,Ligue 1,27,1997,21.9,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0
Jean Butez,FRA,GK,Como,Serie A,29,1995,18.5,5,0.27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Butler-Oyedeji,ENG,FW,Arsenal,Premier League,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcin Bułka,POL,GK,Nice,Ligue 1,24,1999,34,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Pau Cabanes,ESP,"MF,FW",Villarreal,La Liga,19,2005,1.8,12,6.63,8,0,1,0,3,0,2,1.1,1,0,0,0,1,0
Pau Cabanes,ESP,"MF,FW",Alavés,La Liga,19,2005,2.1,6,2.87,4,0,1,0,1,0,0,0,0,0,0,0,0,0
Rémy Cabella,FRA,"FW,MF",Lille,Ligue 1,34,1990,11.2,60,5.33,36,11,2,6,4,1,6,0.53,2,1,0,1,2,0
Leandro Cabrera,URU,DF,Espanyol,La Liga,33,1991,31.9,21,0.66,17,0,0,2,1,1,7,0.22,4,0,0,2,1,0
Liberato Cacace,NZL,"MF,DF",Empoli,Serie A,23,2000,24.8,54,2.18,33,14,4,2,1,0,4,0.16,2,2,0,0,0,0
Alessio Cacciamani,ITA,"MF,DF",Torino,Serie A,17,2007,0.3,1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Caci,FRA,DF,Mainz 05,Bundesliga,27,1997,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0
Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,Ligue 1,27,1997,8.1,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0
Moisés Caicedo,ECU,"MF,DF",Chelsea,Premier League,22,2001,37.2,98,2.63,86,0,2,0,3,7,9,0.24,6,0,0,0,2,1
Tom Cairney,SCO,MF,Fulham,Premier League,33,1991,7,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0
Jens Cajuste,SWE,MF,Ipswich Town,Premier League,24,1999,21.8,36,1.65,28,2,4,0,1,1,2,0.09,1,0,1,0,0,0
Davide Calabria,ITA,DF,Bologna,Serie A,27,1996,7,24,3.42,22,1,0,0,0,1,3,0.43,3,0,0,0,0,0
Davide Calabria,ITA,DF,Milan,Serie A,27,1996,3.5,9,2.56,6,1,0,1,1,0,0,0,0,0,0,0,0,0
Riccardo Calafiori,ITA,DF,Arsenal,Premier League,22,2002,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0
Luca Caldirola,ITA,DF,Monza,Serie A,33,1991,9.7,5,0.51,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Calero,ESP,"DF,MF",Espanyol,La Liga,28,1995,7.9,6,0.76,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Duje Ćaleta-Car,CRO,DF,Lyon,Ligue 1,27,1996,17.6,5,0.28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,30,1994,20.9,99,4.58,58,33,1,5,0,2,14,0.65,7,6,0,1,0,0
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,27,1997,17.9,26,1.46,14,0,4,3,3,2,4,0.22,1,0,2,0,1,0
Drissa Camara,CIV,"MF,FW",Parma,Serie A,22,2002,5,15,3.01,8,2,1,2,2,0,2,0.4,0,0,0,1,1,0
Issiaga Camara,GUI,MF,Nice,Ligue 1,19,2005,0.2,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine Camara,SEN,MF,Monaco,Ligue 1,20,2004,22.8,82,3.59,43,30,0,4,2,3,13,0.57,7,5,0,1,0,0
Mahdi Camara,FRA,"MF,FW",Brest,Ligue 1,26,1998,29.5,71,2.4,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0
Ousmane Camara,FRA,DF,Angers,Ligue 1,21,2003,2.8,5,1.79,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Francesco Camarda,ITA,"FW,MF",Milan,Serie A,16,2008,2.3,7,3.04,4,0,0,2,0,1,1,0.43,0,0,0,1,0,0
Eduardo Camavinga,FRA,"MF,DF",Real Madrid,La Liga,21,2002,12.2,31,2.54,25,1,2,0,3,0,2,0.16,2,0,0,0,0,0
Nicolò Cambiaghi,ITA,FW,Bologna,Serie A,23,2000,6.9,30,4.36,22,0,2,2,4,0,8,1.16,6,0,0,0,2,0
Andrea Cambiaso,ITA,"DF,FW",Juventus,Serie A,24,2000,24.7,85,3.45,67,7,4,3,2,2,9,0.36,7,1,0,1,0,0
Axel Camblan,FRA,"MF,FW",Brest,Ligue 1,20,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,23,2001,12.6,38,3.02,27,0,7,2,1,1,5,0.4,2,0,2,0,0,1
José Campaña,ESP,MF,Las Palmas,La Liga,31,1993,13.2,39,2.95,34,5,0,0,0,0,4,0.3,4,0,0,0,0,0
Thomas Campaniello,ITA,FW,Empoli,Serie A,16,2008,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Campbell,USA,"MF,FW",Dortmund,Bundesliga,18,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre Can,GER,"DF,MF",Dortmund,Bundesliga,30,1994,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0
Peio Canales,ESP,"MF,FW",Athletic Club,La Liga,19,2005,2.9,10,3.47,5,4,0,0,0,1,0,0,0,0,0,0,0,0
Matteo Cancellieri,ITA,"FW,MF",Parma,Serie A,22,2002,15.8,27,1.71,15,2,4,1,5,0,3,0.19,1,0,2,0,0,0
Fali Candé,GNB,DF,Venezia,Serie A,26,1998,17,14,0.82,10,2,0,1,1,0,3,0.18,2,0,0,1,0,0
Antonio Candela,ITA,DF,Venezia,Serie A,24,2000,11.2,17,1.52,13,1,1,0,0,2,1,0.09,1,0,0,0,0,0
Antonio Candela,ITA,DF,Valladolid,La Liga,24,2000,10.1,8,0.79,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Canós,ESP,"MF,FW",Valencia,La Liga,27,1997,4.1,19,4.6,13,1,0,4,1,0,1,0.24,1,0,0,0,0,0
Jaydee Canvot,FRA,"DF,MF",Toulouse,Ligue 1,18,2006,12.3,14,1.14,13,0,0,0,1,0,2,0.16,2,0,0,0,0,0
Pierrick Capelle,FRA,MF,Angers,Ligue 1,37,1987,5.4,15,2.8,10,0,0,2,0,3,1,0.19,1,0,0,0,0,0
Gianluca Caprari,ITA,"MF,FW",Monza,Serie A,31,1993,18.3,63,3.43,43,13,1,4,1,1,5,0.27,5,0,0,0,0,0
Elia Caprile,ITA,GK,Cagliari,Serie A,22,2001,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elia Caprile,ITA,GK,Napoli,Serie A,22,2001,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabin Capuano,FRA,FW,Lens,Ligue 1,18,2006,0.1,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Caputo,ITA,FW,Empoli,Serie A,36,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxence Caqueret,FRA,MF,Como,Serie A,24,2000,12.1,41,3.4,34,1,3,2,1,0,8,0.66,7,0,1,0,0,0
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,24,2000,6.4,14,2.2,12,0,1,1,0,0,1,0.16,1,0,0,0,0,0
Simon Cara,FRA,"MF,FW",Montpellier,Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Carboni,ITA,DF,Monza,Serie A,23,2001,24.3,11,0.45,11,0,0,0,0,0,2,0.08,2,0,0,0,0,0
Franco Carboni,ITA,DF,Venezia,Serie A,21,2003,2.5,5,2,4,0,0,0,1,0,1,0.4,0,0,0,0,1,0
Valentin Carboni,ARG,"MF,FW",Marseille,Ligue 1,19,2005,1.1,5,4.37,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Dani Cárdenas,ESP,GK,Rayo Vallecano,La Liga,27,1997,6,1,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Irvin Cardona,FRA,"FW,MF",Espanyol,La Liga,26,1997,6.7,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0
Irvin Cardona,FRA,FW,Saint-Étienne,Ligue 1,26,1997,11.8,25,2.31,20,0,1,4,0,0,3,0.28,2,0,0,1,0,0
Marc Cardona,ESP,"FW,DF",Las Palmas,La Liga,29,1995,1.5,4,2.73,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Sergi Cardona,ESP,DF,Villarreal,La Liga,25,1999,32.7,79,2.41,71,3,1,4,0,0,13,0.4,13,0,0,0,0,0
Johnny Cardoso,USA,MF,Betis,La Liga,22,2001,23.8,35,1.47,29,0,5,0,0,1,1,0.04,1,0,0,0,0,0
Tiago Cardoso,LUX,GK,Gladbach,Bundesliga,18,2006,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
