player,nation,position,squad,competition,age,born,90s,yellow_cards,red_cards,second_yellowcards,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,pk_won,pk_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_won%
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue 1,19,2005,1.4,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20
Ola Aina,NGA,DF,Nott'ham Forest,Premier League,27,1996,33.3,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6
Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23,2001,34.5,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3
Junior Ajayi,CIV,FW,Hellas Verona,Serie A,19,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Kristoffer Ajer,NOR,DF,Brentford,Premier League,26,1998,16,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54
Ludovic Ajorque,FRA,FW,Brest,Ligue 1,30,1994,27.7,5,0,0,61,26,11,7,6,19,2,0,0,62,133,121,52.4
Manuel Akanji,SUI,DF,Manchester City,Premier League,29,1995,22.4,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6
Ümit Akdag,ROU,DF,Toulouse,Ligue 1,20,2003,5.6,2,0,0,8,1,0,3,11,4,0,0,0,24,18,7,72
Nathan Aké,NED,DF,Manchester City,Premier League,29,1995,7.5,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5
Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,20,2004,6.5,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50
Sergio Akieme,ESP,DF,Reims,Ligue 1,26,1997,28,5,0,0,25,21,1,94,17,23,0,0,0,109,19,26,42.2
Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue 1,22,2002,26.7,2,0,0,31,38,8,53,15,31,0,0,0,131,5,23,17.9
Paul Akouokou,CIV,MF,Lyon,Ligue 1,26,1997,0.2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,
Clément Akpa,CIV,DF,Auxerre,Ligue 1,22,2001,27.6,7,0,0,15,35,0,25,42,34,0,1,0,116,38,31,55.1
Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,31,1992,10.7,4,0,0,24,18,0,6,13,18,0,0,0,54,11,15,42.3
David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,22,2002,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,29,1995,24.7,3,0,0,25,23,1,12,29,27,0,4,0,107,48,47,50.5
Chuba Akpom,ENG,FW,Lille,Ligue 1,28,1995,7.1,0,0,0,11,15,2,1,0,5,1,0,0,11,17,11,60.7
David Alaba,AUT,DF,Real Madrid,La Liga,32,1992,3.5,1,0,0,2,0,0,3,6,0,0,0,0,8,4,1,80
Ibrahim Alani,NGA,MF,Valladolid,La Liga,18,2006,1.8,0,0,0,2,5,0,0,1,7,0,0,0,13,3,1,75
Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34,1990,0.7,0,0,0,3,2,0,0,0,1,0,0,0,3,10,12,45.5
Raúl Albiol,ESP,DF,Villarreal,La Liga,38,1985,13.2,5,0,0,11,6,0,0,6,9,0,2,1,44,29,14,67.4
Carlos Alcaraz,ARG,MF,Southampton,Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100
Carlos Alcaraz,ARG,"FW,MF",Everton,Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
Omar Alderete,PAR,DF,Getafe,La Liga,27,1996,33,8,0,0,33,12,8,6,40,29,1,4,0,115,101,51,66.4
Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,26,1998,5,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
Carles Aleñá,ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60
Ben Alexander Voll,GER,GK,St. Pauli,Bundesliga,23,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,25,1998,26.3,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8
Alfon,ESP,"FW,MF",Celta Vigo,La Liga,25,1999,15.2,1,1,0,15,31,6,40,5,3,1,0,0,37,3,14,17.6
Mohamed Ali Cho,FRA,"FW,MF",Nice,Ligue 1,20,2004,18,2,0,0,12,41,9,51,5,9,0,0,0,69,13,27,32.5
Faride Alidou,GER,"FW,MF",Hellas Verona,Serie A,23,2001,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100
Alisson,BRA,GK,Liverpool,Premier League,31,1992,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100
Tadeo Allende,ARG,FW,Celta Vigo,La Liga,25,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Jim Allevinah,GAB,FW,Angers,Ligue 1,29,1995,19.4,3,0,0,18,25,10,34,12,11,1,0,0,88,10,24,29.4
Dele Alli,ENG,MF,Como,Serie A,28,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Thiago Almada,ARG,"MF,FW",Lyon,Ligue 1,23,2001,10.6,3,0,0,10,8,1,47,7,8,1,0,0,56,1,2,33.3
Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,La Liga,24,2000,22,2,0,0,28,38,2,67,8,32,0,0,0,89,5,15,25
Iker Almena,ESP,"FW,DF",Girona,La Liga,20,2004,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,30,1994,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0
Pontus Almqvist,SWE,"FW,MF",Parma,Serie A,25,1999,12.4,5,0,0,15,15,2,11,19,13,1,0,0,40,9,15,37.5
Marcos Alonso,ESP,DF,Celta Vigo,La Liga,33,1990,29.4,10,2,1,31,28,2,42,34,21,0,1,0,176,70,42,62.5
Giorgio Altare,ITA,DF,Venezia,Serie A,25,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8
Adrià Altimira,ESP,"DF,FW",Leganés,La Liga,23,2001,18.1,6,0,0,27,28,3,28,15,24,0,1,0,71,12,19,38.7
Sergi Altimira,ESP,MF,Betis,La Liga,22,2001,21.9,4,0,0,35,33,0,5,24,37,1,0,0,117,11,22,33.3
Olabade Aluko,,DF,Leicester City,Premier League,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Edson Álvarez,MEX,MF,West Ham,Premier League,26,1997,19.7,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6
Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,21,2003,17.5,6,0,0,25,16,3,31,8,9,0,1,0,78,6,12,33.3
Julián Álvarez,ARG,FW,Atlético Madrid,La Liga,24,2000,27.9,5,0,0,26,9,9,69,2,17,0,0,0,75,13,31,29.5
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,29,1995,19.8,4,0,0,15,15,0,3,34,13,0,0,0,83,49,42,53.8
Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,22,2002,2.6,1,0,0,7,5,0,0,2,6,0,0,0,13,5,3,62.5
Will Alves,ENG,FW,Leicester City,Premier League,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Selim Amallah,MAR,MF,Valladolid,La Liga,27,1996,15.3,6,0,0,32,28,1,31,14,18,0,0,0,73,5,16,23.8
Harry Amass,ENG,DF,Manchester Utd,Premier League,17,2007,3.8,0,0,0,2,4,1,9,2,2,0,0,0,26,7,6,53.8
Amath,SEN,"FW,DF",Valladolid,La Liga,28,1996,4.2,1,0,0,4,7,2,7,2,0,0,0,0,13,1,6,14.3
Jordan Amavi,FRA,DF,Brest,Ligue 1,30,1994,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4
Aurele Amenda,SUI,DF,Eint Frankfurt,Bundesliga,21,2003,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7
Kelvin Amian,FRA,DF,Nantes,Ligue 1,26,1998,24.1,5,0,0,23,11,1,37,13,31,0,0,0,54,21,21,50
Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,28,1996,27.1,3,0,0,29,26,1,37,18,31,0,1,0,138,42,17,71.2
Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,27,1996,27.5,9,2,1,44,51,2,166,16,23,0,0,0,207,16,17,48.5
Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,Premier League,18,2006,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0
Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,Ligue 1,18,2006,3.6,0,0,0,3,5,1,6,3,3,0,0,0,14,0,7,0
Mathis Amougou,FRA,MF,Chelsea,Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Mathis Amougou,FRA,MF,Saint-Étienne,Ligue 1,18,2006,9.5,2,0,0,6,8,0,1,12,15,0,0,0,37,3,12,20
Mohamed Amoura,ALG,FW,Wolfsburg,Bundesliga,24,2000,27.4,6,0,0,30,20,24,35,9,22,1,0,0,92,19,45,29.7
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,27,1996,2,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,28,1996,1,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100
Joachim Andersen,DEN,DF,Fulham,Premier League,28,1996,28.7,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2
Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,21,2002,30.3,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1
André,BRA,MF,Wolves,Premier League,23,2001,27.5,7,0,0,36,34,0,0,37,55,0,1,0,194,2,6,25
Benjamin André,FRA,MF,Lille,Ligue 1,33,1990,29.9,12,0,0,50,49,3,16,48,57,1,0,0,189,94,82,53.4
Marcos André,BRA,FW,Valladolid,La Liga,27,1996,13.2,5,0,0,12,28,5,1,3,6,0,0,0,44,47,44,51.6
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,29,1994,17.8,7,0,0,29,17,0,12,29,12,0,1,0,73,21,12,63.6
Angeliño,ESP,DF,Roma,Serie A,27,1997,35.3,1,0,0,32,33,5,116,28,24,1,0,0,101,30,27,52.6
Lorenzo Anghelè,ITA,FW,Juventus,Serie A,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Faustino Anjorin,ENG,MF,Empoli,Serie A,22,2001,12.4,3,0,0,24,19,0,17,13,13,0,1,0,65,9,15,37.5
Waldemar Anton,GER,DF,Dortmund,Bundesliga,28,1996,21.7,4,0,0,20,20,1,24,30,21,0,0,1,122,46,27,63
Leandro Antonetti,PUR,FW,Sevilla,La Liga,21,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Kyllian Antonio,FRA,"DF,MF",Lens,Ligue 1,16,2008,1.5,0,0,0,2,3,0,2,3,2,0,0,0,5,2,2,50
Michail Antonio,JAM,FW,West Ham,Premier League,34,1990,9.3,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6
Antoniu,ESP,"FW,MF",Espanyol,La Liga,21,2002,11.4,3,0,0,19,23,4,20,8,10,0,0,0,39,6,18,25
Antony,BRA,"DF,MF",Manchester Utd,Premier League,24,2000,1.6,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0
Antony,BRA,FW,Betis,La Liga,24,2000,15.1,2,1,0,15,27,1,40,10,11,1,0,0,73,5,14,26.3
Anuar,MAR,"MF,FW",Valladolid,La Liga,29,1995,19.1,7,0,0,30,48,10,22,18,27,1,0,0,71,23,35,39.7
Dennis Appiah,FRA,DF,Saint-Étienne,Ligue 1,32,1992,23.6,2,0,0,37,9,2,52,29,43,0,2,0,90,27,31,46.6
Aritz Arambarri,ESP,DF,Leganés,La Liga,26,1998,2,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9
Mauro Arambarri,URU,MF,Getafe,La Liga,28,1995,29.6,10,0,0,51,52,3,14,15,29,0,0,0,137,59,54,52.2
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,22,2002,27.3,8,0,0,50,42,3,45,30,70,0,1,0,127,40,33,54.8
Julian Araujo,MEX,DF,Bournemouth,Premier League,22,2001,5.5,2,0,0,7,2,1,9,6,5,0,0,0,29,3,9,25
Ronald Araújo,URU,DF,Barcelona,La Liga,25,1999,8.4,3,0,0,9,4,0,0,9,9,0,0,0,27,33,20,62.3
Cameron Archer,ENG,FW,Southampton,Premier League,23,2001,16,0,0,0,16,13,8,3,2,8,0,0,0,35,9,30,23.1
Carlens Arcus,HAI,DF,Angers,Ligue 1,28,1996,22.7,3,0,0,38,21,1,55,27,35,0,0,0,81,31,25,55.4
Alphonse Areola,FRA,GK,West Ham,Premier League,31,1993,25.1,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100
Adu Ares,ESP,FW,Athletic Club,La Liga,22,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Jesús Areso,ESP,DF,Osasuna,La Liga,25,1999,34.2,9,0,0,31,20,8,169,8,38,0,0,0,118,27,19,58.7
David Argüelles,ESP,MF,Getafe,La Liga,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28,1996,22.4,1,0,0,20,28,1,10,20,33,0,1,0,112,25,24,51
Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,27,1997,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7
Harrison Armstrong,ENG,MF,Everton,Premier League,17,2007,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29,1995,1.5,0,0,0,0,5,4,18,5,5,0,0,0,16,1,3,25
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,21,2003,19.5,3,0,0,19,27,3,59,8,16,1,0,0,71,2,14,12.5
Marko Arnautović,AUT,FW,Inter,Serie A,35,1989,5.9,1,0,0,3,6,8,5,1,5,0,0,0,10,12,7,63.2
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,30,1994,26.2,7,1,0,30,52,0,152,24,20,0,0,0,154,14,23,37.8
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24,2000,7.9,8,1,1,20,18,2,24,3,10,0,0,0,21,2,13,13.3
Sergio Arribas,ESP,DF,Betis,La Liga,21,2003,1,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100
Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29,1994,31,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5
Arthur,BRA,DF,Leverkusen,Bundesliga,21,2003,8.4,1,0,0,20,6,0,16,9,11,0,1,0,31,10,12,45.5
Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29,1994,11.7,0,0,0,5,15,6,20,6,9,0,0,0,42,5,26,16.1
Raúl Asencio,ESP,DF,Real Madrid,La Liga,21,2003,18.6,3,0,0,12,19,1,0,16,16,0,0,0,75,30,15,66.7
Marco Asensio,ESP,MF,Aston Villa,Premier League,28,1996,8.3,2,0,0,11,8,2,38,2,5,0,0,0,28,0,1,0
Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28,1996,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3
Kristjan Asllani,ALB,MF,Inter,Serie A,22,2002,10.9,4,0,0,8,18,0,43,9,3,0,0,0,49,4,3,57.1
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36,1987,19.4,6,1,1,16,34,5,15,8,8,1,0,0,55,7,8,46.7
Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20,2003,15.6,2,0,0,12,23,1,93,7,12,0,1,0,62,4,3,57.1
Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24,2000,26.2,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3
Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19,2005,1.1,0,0,0,1,4,0,6,1,3,0,0,0,8,2,3,40
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18,2005,31.7,7,0,0,57,50,8,17,37,50,0,0,0,117,47,34,58
Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21,2003,13.9,5,0,0,16,14,1,24,7,12,0,0,0,57,14,20,41.2
Noah Atubolu,GER,GK,Freiburg,Bundesliga,22,2002,25.6,2,0,0,0,0,0,0,0,0,0,0,0,53,10,1,90.9
Emil Audero,IDN,GK,Como,Serie A,27,1997,8,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7
Tommaso Augello,ITA,DF,Cagliari,Serie A,29,1994,30.1,3,0,0,15,11,3,207,16,28,0,0,0,135,49,22,69
Carlos Augusto,BRA,DF,Inter,Serie A,25,1999,18.1,1,0,0,9,12,2,19,9,14,0,0,0,70,57,35,62
Yann Aurel Bisseck,GER,DF,Inter,Serie A,23,2000,17.3,4,0,0,15,9,1,8,17,11,0,2,0,66,47,15,75.8
Brandon Austin,ENG,GK,Tottenham,Premier League,25,1999,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100
Ezequiel Ávila,ARG,FW,Betis,La Liga,30,1994,7.5,5,1,0,13,18,5,29,2,3,0,0,0,28,6,8,42.9
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26,1997,4.6,0,0,0,8,10,1,2,0,3,0,0,0,18,13,38,25.5
Yasin Ayari,SWE,MF,Brighton,Premier League,20,2003,21.8,3,0,0,37,26,3,69,20,32,0,1,0,118,16,20,44.4
Florian Ayé,FRA,FW,Auxerre,Ligue 1,27,1997,6.4,0,0,0,10,6,3,2,7,2,0,0,0,14,13,37,26
André Ayew,GHA,FW,Le Havre,Ligue 1,34,1989,16.1,2,0,0,19,30,6,7,3,10,0,0,0,26,37,63,37
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32,1991,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50
Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32,1991,18.2,5,0,0,30,59,7,60,12,15,0,0,0,93,37,80,31.6
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,23,2001,17.6,4,0,0,34,32,0,65,30,21,0,0,0,90,24,15,61.5
Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23,2001,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,
Adam Aznou,MAR,DF,Valladolid,La Liga,18,2006,9.7,1,0,0,14,17,0,12,10,21,0,0,0,56,11,4,73.3
Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18,2006,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34,1989,9.7,1,0,0,8,6,3,5,5,14,0,0,0,28,14,14,50
Paulo Azzi,BRA,DF,Cagliari,Serie A,30,1994,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23,2001,0.2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,
Papa Ba,ESP,MF,Girona,La Liga,19,2004,0.5,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,
Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24,2000,13.2,2,0,0,16,21,7,39,3,12,0,0,0,54,7,17,29.2
Jacopo Bacci,ITA,MF,Empoli,Serie A,19,2005,0.3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,100
Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21,2002,1,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0
Loïc Bade,FRA,DF,Sevilla,La Liga,24,2000,29.8,7,1,0,26,10,0,8,29,27,0,1,0,138,65,30,68.4
Milan Badelj,CRO,MF,Genoa,Serie A,35,1989,16.4,2,0,0,18,19,0,5,20,16,0,0,0,74,10,6,62.5
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23,2001,3.7,0,0,0,6,2,0,0,6,6,0,0,0,18,8,2,80
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,2001,28.8,9,0,0,43,47,5,207,22,15,0,0,0,140,16,19,45.7
Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,9.6,1,0,0,6,6,0,0,12,7,0,0,0,35,31,13,70.5
Juma Bah,SLE,DF,Lens,Ligue 1,18,2006,7.6,2,0,0,7,1,0,0,17,10,0,0,0,37,23,6,79.3
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26,1997,12.7,3,0,0,12,18,3,34,3,5,1,0,0,59,6,9,40
Eric Bailly,CIV,DF,Villarreal,La Liga,30,1994,6.9,2,1,0,7,1,0,0,6,4,0,1,0,19,11,7,61.1
Theo Bair,CAN,FW,Auxerre,Ligue 1,24,1999,10.4,1,0,0,20,5,8,7,3,3,0,0,0,15,55,46,54.5
Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19,2004,10.8,4,0,0,21,14,0,4,15,14,0,1,0,61,17,13,56.7
Cédric Bakambu,COD,FW,Betis,La Liga,33,1991,7.9,4,0,0,23,7,12,2,0,4,1,0,0,25,12,26,31.6
Mitchel Bakker,NED,MF,Atalanta,Serie A,24,2000,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50
Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24,2000,12.7,3,1,0,18,9,4,68,12,13,0,0,0,46,3,10,23.1
Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16,2007,0.2,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,1,0,0,13,14,3,34,9,19,0,0,0,45,10,17,37
Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21,2002,27.7,4,0,0,29,71,5,153,15,14,0,0,0,92,11,8,57.9
Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21,2003,9.2,2,0,0,7,16,0,7,6,4,0,0,0,48,1,3,25
Alejandro Balde,ESP,DF,Barcelona,La Liga,20,2003,25.4,2,0,0,16,37,0,67,5,10,0,0,0,122,16,9,64
Keita Baldé,SEN,FW,Monza,Serie A,29,1995,7.1,2,0,0,7,23,3,6,2,1,0,0,0,12,5,11,31.3
Carlos Baleba,CMR,MF,Brighton,Premier League,20,2004,29.6,8,1,1,40,48,0,9,46,46,0,2,0,197,39,26,60
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25,1999,25.3,9,1,1,28,20,0,2,38,39,0,0,1,161,39,21,65
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32,1992,13.3,3,0,0,19,15,1,19,13,14,0,0,0,39,14,26,35
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27,1997,6.5,0,0,0,3,14,0,21,4,7,0,0,0,31,4,5,44.4
Botond Balogh,HUN,DF,Parma,Serie A,22,2002,22.8,5,0,0,17,7,0,1,25,16,0,2,0,64,34,29,54
Folarin Balogun,USA,FW,Monaco,Ligue 1,23,2001,6.8,0,0,0,7,9,8,5,1,1,0,0,0,15,4,20,16.7
Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33,1990,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34,1990,16.8,2,0,0,10,7,0,5,19,12,0,0,0,47,11,17,39.3
Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28,1996,9,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3
Mohamed Bamba,CIV,MF,Reims,Ligue 1,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20,2004,0.3,0,0,0,0,1,1,5,0,1,0,0,0,2,1,2,33.3
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23,2001,6.8,1,0,0,10,20,2,26,2,5,0,0,0,30,2,13,13.3
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24,2000,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70
Mattia Bani,ITA,DF,Genoa,Serie A,30,1993,16.7,3,0,0,7,11,1,4,22,10,0,0,0,60,22,23,48.9
Noahkai Banks,USA,DF,Augsburg,Bundesliga,17,2006,3.1,2,0,0,2,1,0,2,5,5,0,0,1,13,8,8,50
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22,2001,1.3,1,0,0,2,4,0,5,2,1,0,0,0,4,1,6,14.3
Adrian Baquerin,ESP,FW,Valladolid,La Liga,17,2007,0.5,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,100
Antonín Barák,CZE,MF,Fiorentina,Serie A,29,1994,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
Federico Barba,ITA,DF,Como,Serie A,30,1993,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20,2004,3.2,0,0,0,7,5,0,24,2,9,0,0,0,16,0,2,0
Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20,2004,12.9,2,0,0,17,29,0,31,13,22,0,1,0,79,7,7,50
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,24.2,2,0,0,30,22,7,25,19,17,0,0,0,67,14,7,66.7
Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23,2000,21.5,4,2,1,17,22,2,60,29,36,0,0,0,124,24,20,54.5
Nicolò Barella,ITA,MF,Inter,Serie A,27,1997,27.3,4,0,0,25,33,4,68,12,31,0,0,0,165,26,25,51
Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23,2000,0.6,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0
Borna Barišić,CRO,DF,Leganés,La Liga,31,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Téo Barisic,FRA,DF,Lyon,Ligue 1,19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,27,1997,3.5,3,0,0,9,4,1,37,3,4,0,0,0,10,5,8,38.5
Ross Barkley,ENG,MF,Aston Villa,Premier League,30,1993,6.5,3,0,0,8,3,0,1,10,3,0,0,0,43,6,4,60
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26,1998,0.8,0,0,0,2,1,0,5,2,1,0,0,0,4,2,5,28.6
Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26,1997,19.5,0,0,0,15,22,5,47,6,9,0,0,0,55,6,15,28.6
Enzo Barrenechea,ARG,MF,Valencia,La Liga,23,2001,24.3,6,0,0,25,45,0,3,28,30,1,0,0,117,37,24,60.7
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22,2001,14,6,0,0,33,13,6,54,11,19,0,1,0,88,7,14,33.3
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21,2003,25.9,4,1,0,28,27,0,26,34,26,0,0,0,131,35,21,62.5
