player,nation,position,squad,competition,age,born,matches_played,starts,min,90s,goals,assists,g+a,npg,pk,pk_att,yellowcards,redcards,xg,npxg,xag,npxg+xag,progressive_carries,progressive_passes,progressivepassses_rec,goals_per90,assist_per90,g+a_per90,npg_per90,npg+ass_per90,xg_per90,xag_per90,xg+xag_per90,npxg_per90,npxg+xag_per90
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,27,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,14,1,0,0,0,0,0,0,0.03,0.03,0,0.03
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,28,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Joachim Andersen,DEN,DF,Fulham,Premier League,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,1,1,0.5,1.5,16,112,2,0,0,0,0,0,0.04,0.02,0.05,0.04,0.05
Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,21,2002,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18
André,BRA,MF,Wolves,Premier League,23,2001,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
Benjamin André,FRA,MF,Lille,Ligue 1,33,1990,30,30,2692,29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0,0.1,0.1,0,0.1,0.05,0.06,0.11,0.05,0.11
Marcos André,BRA,FW,Valladolid,La Liga,27,1996,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.2,0.06,0.27,0.2,0.27
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,29,1994,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09
Angeliño,ESP,DF,Roma,Serie A,27,1997,38,36,3177,35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15
Lorenzo Anghelè,ITA,FW,Juventus,Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Faustino Anjorin,ENG,MF,Empoli,Serie A,22,2001,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21
Waldemar Anton,GER,DF,Dortmund,Bundesliga,28,1996,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11
Leandro Antonetti,PUR,FW,Sevilla,La Liga,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,1,0,3,0,0,0,0,0,0.45,0.09,0.54,0.45,0.54
Kyllian Antonio,FRA,"DF,MF",Lens,Ligue 1,16,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Michail Antonio,JAM,FW,West Ham,Premier League,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41
Antoniu,ESP,"FW,MF",Espanyol,La Liga,21,2002,26,13,1022,11.4,0,1,1,0,0,0,3,0,0.9,0.9,1.1,1.9,35,28,63,0,0.09,0.09,0,0.09,0.08,0.1,0.17,0.08,0.17
Antony,BRA,"DF,MF",Manchester Utd,Premier League,24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1,1,0.1,1.1,5,6,7,0,0,0,0,0,0.65,0.08,0.73,0.65,0.73
Antony,BRA,FW,Betis,La Liga,24,2000,17,15,1362,15.1,5,2,7,5,0,0,2,1,2.9,2.9,3.5,6.3,94,67,157,0.33,0.13,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42
Anuar,MAR,"MF,FW",Valladolid,La Liga,29,1995,26,21,1720,19.1,2,0,2,2,0,0,7,0,1.7,1.7,1.2,2.9,24,30,68,0.1,0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15
Dennis Appiah,FRA,DF,Saint-Étienne,Ligue 1,32,1992,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0,0.04,0.04,0,0.04,0.01,0.09,0.1,0.01,0.1
Aritz Arambarri,ESP,DF,Leganés,La Liga,26,1998,2,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Mauro Arambarri,URU,MF,Getafe,La Liga,28,1995,35,31,2661,29.6,10,0,10,7,3,3,10,0,8.2,5.8,0.6,6.5,17,75,55,0.34,0,0.34,0.24,0.24,0.28,0.02,0.3,0.2,0.22
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,22,2002,35,28,2460,27.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,26,97,53,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06
Julian Araujo,MEX,DF,Bournemouth,Premier League,22,2001,12,7,497,5.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,4,14,22,0,0,0,0,0,0,0.01,0.01,0,0.01
Ronald Araújo,URU,DF,Barcelona,La Liga,25,1999,12,11,754,8.4,1,1,2,1,0,0,3,0,1,1,0.4,1.4,6,49,3,0.12,0.12,0.24,0.12,0.24,0.11,0.05,0.17,0.11,0.17
Cameron Archer,ENG,FW,Southampton,Premier League,23,2001,35,13,1441,16,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,22,14,66,0.12,0,0.12,0.12,0.12,0.36,0.03,0.39,0.31,0.34
Carlens Arcus,HAI,DF,Angers,Ligue 1,28,1996,28,25,2047,22.7,0,1,1,0,0,0,3,0,0,0,1.4,1.4,39,70,79,0,0.04,0.04,0,0.04,0,0.06,0.06,0,0.06
Alphonse Areola,FRA,GK,West Ham,Premier League,31,1993,26,25,2260,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adu Ares,ESP,FW,Athletic Club,La Liga,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0
Jesús Areso,ESP,DF,Osasuna,La Liga,25,1999,36,35,3079,34.2,0,3,3,0,0,0,9,0,0.2,0.2,3.5,3.7,101,106,203,0,0.09,0.09,0,0.09,0.01,0.1,0.11,0.01,0.11
David Argüelles,ESP,MF,Getafe,La Liga,22,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28,1996,32,21,2013,22.4,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19
Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,27,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25
Harrison Armstrong,ENG,MF,Everton,Premier League,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0,0,0,0,0,0.69,0.14,0.82,0.69,0.82
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29,1995,15,1,133,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,6,4,20,0,0,0,0,0,0.22,0.1,0.32,0.22,0.32
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,21,2003,25,21,1755,19.5,5,3,8,5,0,0,3,0,3.8,3.8,2.8,6.6,52,102,143,0.26,0.15,0.41,0.26,0.41,0.19,0.14,0.34,0.19,0.34
Marko Arnautović,AUT,FW,Inter,Serie A,35,1989,17,5,527,5.9,4,2,6,4,0,0,1,0,3.3,3.3,1.2,4.4,4,16,61,0.68,0.34,1.02,0.68,1.02,0.53,0.19,0.73,0.53,0.73
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,30,1994,28,27,2356,26.2,3,5,8,3,0,0,7,1,0.9,0.9,3.5,4.3,9,128,16,0.11,0.19,0.31,0.11,0.31,0.03,0.13,0.17,0.03,0.17
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24,2000,23,3,713,7.9,2,0,2,1,1,2,8,1,3.8,2.2,1,3.2,14,21,66,0.25,0,0.25,0.13,0.13,0.47,0.13,0.6,0.27,0.4
Sergio Arribas,ESP,DF,Betis,La Liga,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29,1994,31,31,2790,31,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0
Arthur,BRA,DF,Leverkusen,Bundesliga,21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,15,25,53,0,0.12,0.12,0,0.12,0.01,0.04,0.05,0.01,0.05
Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29,1994,21,13,1054,11.7,2,1,3,2,0,0,0,0,2.7,2.7,0.7,3.4,28,20,76,0.17,0.09,0.26,0.17,0.26,0.23,0.06,0.29,0.23,0.29
Raúl Asencio,ESP,DF,Real Madrid,La Liga,21,2003,23,18,1670,18.6,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,5,27,4,0,0.05,0.05,0,0.05,0.01,0.03,0.04,0.01,0.04
Marco Asensio,ESP,MF,Aston Villa,Premier League,28,1996,13,9,743,8.3,3,1,4,3,0,2,2,0,4.4,2.9,1,3.8,22,45,38,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47
Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21
Kristjan Asllani,ALB,MF,Inter,Serie A,22,2002,21,10,980,10.9,2,2,4,0,2,2,4,0,2.5,0.9,1.9,2.8,7,55,20,0.18,0.18,0.37,0,0.18,0.22,0.17,0.39,0.08,0.25
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36,1987,30,19,1745,19.4,10,5,15,5,5,6,6,1,8.7,4,4.6,8.6,50,132,143,0.52,0.26,0.77,0.26,0.52,0.45,0.24,0.69,0.21,0.44
Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20,2003,27,15,1405,15.6,3,1,4,3,0,0,2,0,2.1,2.1,2.8,4.9,72,77,140,0.19,0.06,0.26,0.19,0.26,0.13,0.18,0.31,0.13,0.31
Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24,2000,32,27,2357,26.2,3,4,7,3,0,0,9,0,2.2,2.2,3.5,5.7,98,116,206,0.11,0.15,0.27,0.11,0.27,0.08,0.14,0.22,0.08,0.22
Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19,2005,12,0,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1,4,1,15,0,0,0,0,0,0.08,0.83,0.91,0.08,0.91
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18,2005,34,33,2854,31.7,1,0,1,1,0,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11
Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21,2003,27,12,1251,13.9,0,1,1,0,0,0,5,0,1.3,1.3,1.4,2.8,31,57,77,0,0.07,0.07,0,0.07,0.1,0.1,0.2,0.1,0.2
Noah Atubolu,GER,GK,Freiburg,Bundesliga,22,2002,26,26,2307,25.6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Emil Audero,IDN,GK,Como,Serie A,27,1997,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommaso Augello,ITA,DF,Cagliari,Serie A,29,1994,38,30,2713,30.1,0,7,7,0,0,0,3,0,0.3,0.3,4.6,4.9,58,118,113,0,0.23,0.23,0,0.23,0.01,0.15,0.16,0.01,0.16
Carlos Augusto,BRA,DF,Inter,Serie A,25,1999,28,15,1625,18.1,3,2,5,3,0,0,1,0,2.8,2.8,1.6,4.4,31,80,83,0.17,0.11,0.28,0.17,0.28,0.15,0.08,0.23,0.15,0.23
Yann Aurel Bisseck,GER,DF,Inter,Serie A,23,2000,26,16,1553,17.3,3,2,5,3,0,0,4,0,2.6,2.6,0.9,3.4,32,93,44,0.17,0.12,0.29,0.17,0.29,0.14,0.05,0.19,0.14,0.19
Brandon Austin,ENG,GK,Tottenham,Premier League,25,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel Ávila,ARG,FW,Betis,La Liga,30,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,1.5,1.5,1,2.5,12,18,48,0.27,0,0.27,0.27,0.27,0.2,0.14,0.34,0.2,0.34
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48
Yasin Ayari,SWE,MF,Brighton,Premier League,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22
Florian Ayé,FRA,FW,Auxerre,Ligue 1,27,1997,26,4,575,6.4,2,0,2,2,0,0,0,0,1.9,1.9,0.1,2,5,7,30,0.31,0,0.31,0.31,0.31,0.3,0.02,0.32,0.3,0.32
André Ayew,GHA,FW,Le Havre,Ligue 1,34,1989,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,1.96,0.21,2.17,1.96,2.17
Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,23,2001,24,17,1588,17.6,8,1,9,5,3,3,4,0,4,1.6,2,3.6,11,75,29,0.45,0.06,0.51,0.28,0.34,0.23,0.11,0.34,0.09,0.21
Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Adam Aznou,MAR,DF,Valladolid,La Liga,18,2006,13,10,876,9.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,25,26,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34,1989,14,10,875,9.7,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,13,66,20,0.1,0,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03
Paulo Azzi,BRA,DF,Cagliari,Serie A,30,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0,0,0,0,0,0.11,0.19,0.3,0.11,0.3
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Papa Ba,ESP,MF,Girona,La Liga,19,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24,2000,30,11,1186,13.2,4,2,6,4,0,0,2,0,3.9,3.9,1.6,5.5,36,21,122,0.3,0.15,0.46,0.3,0.46,0.3,0.12,0.42,0.3,0.42
Jacopo Bacci,ITA,MF,Empoli,Serie A,19,2005,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21,2002,5,0,91,1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0,0,0,0,0,0.18,0.17,0.35,0.18,0.35
Loïc Bade,FRA,DF,Sevilla,La Liga,24,2000,32,31,2686,29.8,1,1,2,1,0,0,7,1,0.6,0.6,0.7,1.3,11,62,6,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04
Milan Badelj,CRO,MF,Genoa,Serie A,35,1989,23,21,1472,16.4,1,0,1,1,0,0,2,0,1,1,1.1,2.1,8,83,14,0.06,0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,0,0,0,0,0,0,0,0,0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,2001,32,30,2595,28.8,7,9,16,7,0,1,9,0,7.1,6.3,11.7,18.1,91,189,154,0.24,0.31,0.55,0.24,0.55,0.25,0.41,0.65,0.22,0.63
Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,0,13,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Juma Bah,SLE,DF,Lens,Ligue 1,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,9,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26,1997,24,14,1139,12.7,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,58,35,121,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26
Eric Bailly,CIV,DF,Villarreal,La Liga,30,1994,12,8,617,6.9,0,0,0,0,0,0,2,1,0.3,0.3,0,0.3,1,18,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Theo Bair,CAN,FW,Auxerre,Ligue 1,24,1999,29,11,939,10.4,2,1,3,2,0,0,1,0,3,3,1.2,4.2,15,16,42,0.19,0.1,0.29,0.19,0.29,0.29,0.11,0.4,0.29,0.4
Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19,2004,14,12,969,10.8,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,8,39,9,0.09,0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05
Cédric Bakambu,COD,FW,Betis,La Liga,33,1991,25,6,710,7.9,2,2,4,2,0,0,4,0,3.2,3.2,0.6,3.7,9,14,43,0.25,0.25,0.51,0.25,0.51,0.4,0.07,0.47,0.4,0.47
Mitchel Bakker,NED,MF,Atalanta,Serie A,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24,2000,24,14,1139,12.7,3,2,5,3,0,0,3,1,3,3,2.7,5.6,43,57,120,0.24,0.16,0.4,0.24,0.4,0.23,0.21,0.44,0.23,0.44
Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16,2007,2,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,15,14,1170,13,2,1,3,2,0,0,2,0,1.5,1.5,1.3,2.7,16,44,78,0.15,0.08,0.23,0.15,0.23,0.11,0.1,0.21,0.11,0.21
Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,19,15,1275,14.2,2,3,5,2,0,0,1,0,1.4,1.4,1.5,2.9,21,41,97,0.14,0.21,0.35,0.14,0.35,0.1,0.11,0.2,0.1,0.2
Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21,2002,30,29,2497,27.7,6,8,14,6,0,0,4,0,4.7,4.7,6.6,11.3,107,129,249,0.22,0.29,0.5,0.22,0.5,0.17,0.24,0.41,0.17,0.41
Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,1.4,1.4,1,2.4,39,23,57,0.11,0.11,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26
Alejandro Balde,ESP,DF,Barcelona,La Liga,20,2003,32,26,2284,25.4,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,107,93,246,0,0.16,0.16,0,0.16,0.02,0.13,0.15,0.02,0.15
Keita Baldé,SEN,FW,Monza,Serie A,29,1995,11,8,638,7.1,2,0,2,2,0,0,2,0,1.1,1.1,0.2,1.2,19,35,29,0.28,0,0.28,0.28,0.28,0.15,0.02,0.18,0.15,0.18
Carlos Baleba,CMR,MF,Brighton,Premier League,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25,1999,27,27,2273,25.3,0,0,0,0,0,0,9,1,0.9,0.9,0.7,1.7,13,105,5,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32,1992,25,12,1200,13.3,0,0,0,0,0,0,3,0,0,0,0.5,0.5,8,46,21,0,0,0,0,0,0,0.04,0.04,0,0.04
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,15,13,14,0,0,0,0,0,0,0.02,0.02,0,0.02
Botond Balogh,HUN,DF,Parma,Serie A,22,2002,29,23,2053,22.8,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,37,1,0,0.04,0.04,0,0.04,0.02,0,0.02,0.02,0.02
Folarin Balogun,USA,FW,Monaco,Ligue 1,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,4.8,4.8,0.9,5.6,21,9,73,0.59,0,0.59,0.59,0.59,0.7,0.13,0.82,0.7,0.82
Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0.07,0,0.07,0.07,0.07
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34,1990,19,16,1510,16.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,1,16,3,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02
Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28,1996,12,10,811,9,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0,0.11,0.11,0,0.11,0.09,0.2,0.29,0.09,0.29
Mohamed Bamba,CIV,MF,Reims,Ligue 1,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20,2004,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,5,8,0,0,0,0,0,0.35,0.1,0.45,0.35,0.45
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23,2001,15,6,610,6.8,0,1,1,0,0,0,1,0,1.2,1.2,1.1,2.3,27,7,46,0,0.15,0.15,0,0.15,0.18,0.16,0.34,0.18,0.34
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,0,0,0.1,0.2,1,25,4,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
Mattia Bani,ITA,DF,Genoa,Serie A,30,1993,20,19,1507,16.7,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.4,6,25,3,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
Noahkai Banks,USA,DF,Augsburg,Bundesliga,17,2006,8,2,278,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,2,8,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,3,1,8,0,0,0,0,0,0.22,0,0.22,0.22,0.22
Adrian Baquerin,ESP,FW,Valladolid,La Liga,17,2007,5,0,49,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,1,0,0,0,0,0,0,0.71,0,0.71,0.71,0.71
Antonín Barák,CZE,MF,Fiorentina,Serie A,29,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0,0,0,0,0,0.13,0.47,0.6,0.13,0.6
Federico Barba,ITA,DF,Como,Serie A,30,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,25,5,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,13,13,0,0,0,0,0,0.09,0.2,0.28,0.09,0.28
Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20,2004,14,14,1157,12.9,0,2,2,0,0,0,2,0,0.5,0.5,1.5,2,20,64,55,0,0.16,0.16,0,0.16,0.04,0.11,0.15,0.04,0.15
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,34,27,2181,24.2,14,10,24,14,0,0,2,0,13.4,13.4,10.1,23.5,137,96,374,0.58,0.41,0.99,0.58,0.99,0.55,0.42,0.97,0.55,0.97
Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23,2000,24,22,1938,21.5,2,1,3,2,0,0,4,2,2.2,2.2,1.9,4.1,53,88,95,0.09,0.05,0.14,0.09,0.14,0.1,0.09,0.19,0.1,0.19
Nicolò Barella,ITA,MF,Inter,Serie A,27,1997,32,28,2456,27.3,3,6,9,3,0,0,4,0,2.2,2.2,4.5,6.7,63,235,133,0.11,0.22,0.33,0.11,0.33,0.08,0.16,0.24,0.08,0.24
Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
